,nodes,techs,carriers,Value,source_model
2,netherlands,electrolyser,hydrogen,7354.588355345219,results_plan_cluster_2012_2015_weights_1_9.netcdf
3,netherlands,electrolyser,power,11314.75131591572,results_plan_cluster_2012_2015_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27118.949650282644,results_plan_cluster_2012_2015_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15186.611804158281,results_plan_cluster_2012_2015_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27118.949650282644,results_plan_cluster_2012_2015_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2012_2015_weights_1_9.netcdf
8,netherlands,offshore_wind,power,24985.24480214621,results_plan_cluster_2012_2015_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2012_2015_weights_1_9.netcdf
10,netherlands,solar,power,43490.79699075502,results_plan_cluster_2012_2015_weights_1_9.netcdf
0,netherlands,battery,power,3008.5584889033075,results_plan_cluster_2012_2016_weights_1_9.netcdf
1,netherlands,demand_power,power,18797.0,results_plan_cluster_2012_2016_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,8386.85587398647,results_plan_cluster_2012_2016_weights_1_9.netcdf
3,netherlands,electrolyser,power,12902.855190748414,results_plan_cluster_2012_2016_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26991.4129998618,results_plan_cluster_2012_2016_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15115.19127992261,results_plan_cluster_2012_2016_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26991.4129998618,results_plan_cluster_2012_2016_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2012_2016_weights_1_9.netcdf
8,netherlands,offshore_wind,power,30661.822179227896,results_plan_cluster_2012_2016_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2012_2016_weights_1_9.netcdf
10,netherlands,solar,power,47007.61279171252,results_plan_cluster_2012_2016_weights_1_9.netcdf
0,netherlands,battery,power,2534.456254365597,results_plan_cluster_2012_2017_weights_1_9.netcdf
1,netherlands,demand_power,power,18797.0,results_plan_cluster_2012_2017_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7909.979611149061,results_plan_cluster_2012_2017_weights_1_9.netcdf
3,netherlands,electrolyser,power,12169.199401767786,results_plan_cluster_2012_2017_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27230.975128768336,results_plan_cluster_2012_2017_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15249.34607211027,results_plan_cluster_2012_2017_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27230.975128768336,results_plan_cluster_2012_2017_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2012_2017_weights_1_9.netcdf
8,netherlands,offshore_wind,power,26777.93660377005,results_plan_cluster_2012_2017_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2012_2017_weights_1_9.netcdf
10,netherlands,solar,power,41617.15251257423,results_plan_cluster_2012_2017_weights_1_9.netcdf
0,netherlands,battery,power,3289.9334379410843,results_plan_cluster_2012_2018_weights_1_9.netcdf
1,netherlands,demand_power,power,18797.0,results_plan_cluster_2012_2018_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7449.240714051972,results_plan_cluster_2012_2018_weights_1_9.netcdf
3,netherlands,electrolyser,power,11460.370329310725,results_plan_cluster_2012_2018_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26942.51386133166,results_plan_cluster_2012_2018_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15087.80776234573,results_plan_cluster_2012_2018_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26942.51386133166,results_plan_cluster_2012_2018_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2012_2018_weights_1_9.netcdf
8,netherlands,offshore_wind,power,25144.73001782169,results_plan_cluster_2012_2018_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2012_2018_weights_1_9.netcdf
10,netherlands,solar,power,44327.43674830203,results_plan_cluster_2012_2018_weights_1_9.netcdf
0,netherlands,battery,power,2242.665525612144,results_plan_cluster_2012_2019_weights_1_9.netcdf
1,netherlands,demand_power,power,18797.0,results_plan_cluster_2012_2019_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7162.515245610666,results_plan_cluster_2012_2019_weights_1_9.netcdf
3,netherlands,electrolyser,power,11019.25422401641,results_plan_cluster_2012_2019_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27194.413357235844,results_plan_cluster_2012_2019_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15228.871480052074,results_plan_cluster_2012_2019_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27194.413357235844,results_plan_cluster_2012_2019_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2012_2019_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27834.69142609163,results_plan_cluster_2012_2019_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2012_2019_weights_1_9.netcdf
10,netherlands,solar,power,36760.17809576161,results_plan_cluster_2012_2019_weights_1_9.netcdf
0,netherlands,battery,power,2336.4942670275186,results_plan_cluster_2013_2010_weights_1_9.netcdf
1,netherlands,demand_power,power,18950.0,results_plan_cluster_2013_2010_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7795.6371991714195,results_plan_cluster_2013_2010_weights_1_9.netcdf
3,netherlands,electrolyser,power,11993.28799872526,results_plan_cluster_2013_2010_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,28212.738429156725,results_plan_cluster_2013_2010_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15799.133520327767,results_plan_cluster_2013_2010_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,28212.738429156725,results_plan_cluster_2013_2010_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2013_2010_weights_1_9.netcdf
8,netherlands,offshore_wind,power,28664.79672232416,results_plan_cluster_2013_2010_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2013_2010_weights_1_9.netcdf
10,netherlands,solar,power,43731.22688151438,results_plan_cluster_2013_2010_weights_1_9.netcdf
0,netherlands,battery,power,2336.4947277421325,results_plan_cluster_2013_2010_weights_9_1.netcdf
1,netherlands,demand_power,power,18950.0,results_plan_cluster_2013_2010_weights_9_1.netcdf
2,netherlands,electrolyser,hydrogen,7794.063632286204,results_plan_cluster_2013_2010_weights_9_1.netcdf
3,netherlands,electrolyser,power,11990.867126594158,results_plan_cluster_2013_2010_weights_9_1.netcdf
4,netherlands,h2_elec_conversion,hydrogen,28212.738163148882,results_plan_cluster_2013_2010_weights_9_1.netcdf
5,netherlands,h2_elec_conversion,power,15799.133371363376,results_plan_cluster_2013_2010_weights_9_1.netcdf
6,netherlands,h2_salt_cavern,hydrogen,28212.738163148882,results_plan_cluster_2013_2010_weights_9_1.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2013_2010_weights_9_1.netcdf
8,netherlands,offshore_wind,power,28666.286366229317,results_plan_cluster_2013_2010_weights_9_1.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2013_2010_weights_9_1.netcdf
10,netherlands,solar,power,43738.0341090151,results_plan_cluster_2013_2010_weights_9_1.netcdf
0,netherlands,battery,power,3744.970622285716,results_plan_cluster_2013_2011_weights_1_9.netcdf
1,netherlands,demand_power,power,18548.0,results_plan_cluster_2013_2011_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7478.459612046965,results_plan_cluster_2013_2011_weights_1_9.netcdf
3,netherlands,electrolyser,power,11505.322480072253,results_plan_cluster_2013_2011_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26751.475230771404,results_plan_cluster_2013_2011_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14980.826129231988,results_plan_cluster_2013_2011_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26751.475230771404,results_plan_cluster_2013_2011_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2013_2011_weights_1_9.netcdf
8,netherlands,offshore_wind,power,25404.770530706028,results_plan_cluster_2013_2011_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2013_2011_weights_1_9.netcdf
10,netherlands,solar,power,43289.756601659836,results_plan_cluster_2013_2011_weights_1_9.netcdf
0,netherlands,battery,power,2176.682320576683,results_plan_cluster_2013_2012_weights_1_9.netcdf
1,netherlands,demand_power,power,18797.0,results_plan_cluster_2013_2012_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7655.478500235324,results_plan_cluster_2013_2012_weights_1_9.netcdf
3,netherlands,electrolyser,power,11777.659231131267,results_plan_cluster_2013_2012_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27232.51080300036,results_plan_cluster_2013_2012_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15250.206049680204,results_plan_cluster_2013_2012_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27232.51080300036,results_plan_cluster_2013_2012_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2013_2012_weights_1_9.netcdf
8,netherlands,offshore_wind,power,26818.759539038052,results_plan_cluster_2013_2012_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2013_2012_weights_1_9.netcdf
10,netherlands,solar,power,39806.43394399914,results_plan_cluster_2013_2012_weights_1_9.netcdf
0,netherlands,battery,power,2523.98678033238,results_plan_cluster_2013_2014_weights_1_9.netcdf
1,netherlands,demand_power,power,18890.0,results_plan_cluster_2013_2014_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7852.28717407674,results_plan_cluster_2013_2014_weights_1_9.netcdf
3,netherlands,electrolyser,power,12080.441806271905,results_plan_cluster_2013_2014_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27091.042635345326,results_plan_cluster_2013_2014_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15170.983875793383,results_plan_cluster_2013_2014_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27091.042635345326,results_plan_cluster_2013_2014_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2013_2014_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27214.493399436597,results_plan_cluster_2013_2014_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2013_2014_weights_1_9.netcdf
10,netherlands,solar,power,45264.58190499544,results_plan_cluster_2013_2014_weights_1_9.netcdf
0,netherlands,battery,power,1970.7749171974142,results_plan_cluster_2013_2015_weights_1_9.netcdf
1,netherlands,demand_power,power,18448.0,results_plan_cluster_2013_2015_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7703.220148173725,results_plan_cluster_2013_2015_weights_1_9.netcdf
3,netherlands,electrolyser,power,11851.107920267268,results_plan_cluster_2013_2015_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27541.05278717743,results_plan_cluster_2013_2015_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15422.98956081936,results_plan_cluster_2013_2015_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27541.05278717743,results_plan_cluster_2013_2015_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2013_2015_weights_1_9.netcdf
8,netherlands,offshore_wind,power,24005.221620160286,results_plan_cluster_2013_2015_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2013_2015_weights_1_9.netcdf
10,netherlands,solar,power,43813.700881188386,results_plan_cluster_2013_2015_weights_1_9.netcdf
0,netherlands,battery,power,3748.263820705069,results_plan_cluster_2013_2016_weights_1_9.netcdf
1,netherlands,demand_power,power,18448.0,results_plan_cluster_2013_2016_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7042.169147408113,results_plan_cluster_2013_2016_weights_1_9.netcdf
3,netherlands,electrolyser,power,10834.106380627865,results_plan_cluster_2013_2016_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26786.371772007253,results_plan_cluster_2013_2016_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15000.368192324062,results_plan_cluster_2013_2016_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26786.371772007253,results_plan_cluster_2013_2016_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2013_2016_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27860.288232520565,results_plan_cluster_2013_2016_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2013_2016_weights_1_9.netcdf
10,netherlands,solar,power,46978.95353436352,results_plan_cluster_2013_2016_weights_1_9.netcdf
0,netherlands,battery,power,1799.2985661807534,results_plan_cluster_2013_2017_weights_1_9.netcdf
1,netherlands,demand_power,power,18448.0,results_plan_cluster_2013_2017_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7925.905385061248,results_plan_cluster_2013_2017_weights_1_9.netcdf
3,netherlands,electrolyser,power,12193.70059240192,results_plan_cluster_2013_2017_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27441.742988556467,results_plan_cluster_2013_2017_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15367.376073591622,results_plan_cluster_2013_2017_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27441.742988556467,results_plan_cluster_2013_2017_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2013_2017_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27559.357024592427,results_plan_cluster_2013_2017_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2013_2017_weights_1_9.netcdf
10,netherlands,solar,power,40272.51941830646,results_plan_cluster_2013_2017_weights_1_9.netcdf
0,netherlands,battery,power,3206.2454711561363,results_plan_cluster_2013_2018_weights_1_9.netcdf
1,netherlands,demand_power,power,18448.0,results_plan_cluster_2013_2018_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7269.2976527533965,results_plan_cluster_2013_2018_weights_1_9.netcdf
3,netherlands,electrolyser,power,11183.53485038984,results_plan_cluster_2013_2018_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26251.731672349495,results_plan_cluster_2013_2018_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14700.969736515719,results_plan_cluster_2013_2018_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26251.731672349495,results_plan_cluster_2013_2018_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2013_2018_weights_1_9.netcdf
8,netherlands,offshore_wind,power,26254.715227238918,results_plan_cluster_2013_2018_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2013_2018_weights_1_9.netcdf
10,netherlands,solar,power,40994.804776588375,results_plan_cluster_2013_2018_weights_1_9.netcdf
0,netherlands,battery,power,3092.910404291688,results_plan_cluster_2013_2019_weights_1_9.netcdf
1,netherlands,demand_power,power,18448.0,results_plan_cluster_2013_2019_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7047.791656153642,results_plan_cluster_2013_2019_weights_1_9.netcdf
3,netherlands,electrolyser,power,10842.756394082526,results_plan_cluster_2013_2019_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26694.454334278806,results_plan_cluster_2013_2019_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14948.894427196132,results_plan_cluster_2013_2019_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26694.45433427881,results_plan_cluster_2013_2019_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2013_2019_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27840.07634970235,results_plan_cluster_2013_2019_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2013_2019_weights_1_9.netcdf
10,netherlands,solar,power,37003.731339150094,results_plan_cluster_2013_2019_weights_1_9.netcdf
0,netherlands,battery,power,2351.298436589808,results_plan_cluster_2014_2010_weights_1_9.netcdf
1,netherlands,demand_power,power,18950.0,results_plan_cluster_2014_2010_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,8191.77488143042,results_plan_cluster_2014_2010_weights_1_9.netcdf
3,netherlands,electrolyser,power,12602.73058681603,results_plan_cluster_2014_2010_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,28208.571428571424,results_plan_cluster_2014_2010_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15796.8,results_plan_cluster_2014_2010_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,28208.571428571424,results_plan_cluster_2014_2010_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2014_2010_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27468.38835962175,results_plan_cluster_2014_2010_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2014_2010_weights_1_9.netcdf
10,netherlands,solar,power,46135.092663657146,results_plan_cluster_2014_2010_weights_1_9.netcdf
0,netherlands,battery,power,2351.336576881332,results_plan_cluster_2014_2010_weights_9_1.netcdf
1,netherlands,demand_power,power,18950.0,results_plan_cluster_2014_2010_weights_9_1.netcdf
2,netherlands,electrolyser,hydrogen,8221.287817558961,results_plan_cluster_2014_2010_weights_9_1.netcdf
3,netherlands,electrolyser,power,12648.135103936864,results_plan_cluster_2014_2010_weights_9_1.netcdf
4,netherlands,h2_elec_conversion,hydrogen,28208.571428571424,results_plan_cluster_2014_2010_weights_9_1.netcdf
5,netherlands,h2_elec_conversion,power,15796.8,results_plan_cluster_2014_2010_weights_9_1.netcdf
6,netherlands,h2_salt_cavern,hydrogen,28208.571428571424,results_plan_cluster_2014_2010_weights_9_1.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2014_2010_weights_9_1.netcdf
8,netherlands,offshore_wind,power,27345.068083693128,results_plan_cluster_2014_2010_weights_9_1.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2014_2010_weights_9_1.netcdf
10,netherlands,solar,power,46409.605125754395,results_plan_cluster_2014_2010_weights_9_1.netcdf
0,netherlands,battery,power,2612.654220090283,results_plan_cluster_2014_2011_weights_1_9.netcdf
1,netherlands,demand_power,power,18890.0,results_plan_cluster_2014_2011_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7948.451328933007,results_plan_cluster_2014_2011_weights_1_9.netcdf
3,netherlands,electrolyser,power,12228.386659896934,results_plan_cluster_2014_2011_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27077.99080239059,results_plan_cluster_2014_2011_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15163.674849338728,results_plan_cluster_2014_2011_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27077.99080239059,results_plan_cluster_2014_2011_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2014_2011_weights_1_9.netcdf
8,netherlands,offshore_wind,power,25441.77907020817,results_plan_cluster_2014_2011_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2014_2011_weights_1_9.netcdf
10,netherlands,solar,power,48629.86661051934,results_plan_cluster_2014_2011_weights_1_9.netcdf
0,netherlands,battery,power,2842.844503973822,results_plan_cluster_2014_2012_weights_1_9.netcdf
1,netherlands,demand_power,power,18890.0,results_plan_cluster_2014_2012_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7954.737427733629,results_plan_cluster_2014_2012_weights_1_9.netcdf
3,netherlands,electrolyser,power,12238.05758112866,results_plan_cluster_2014_2012_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27030.129437588937,results_plan_cluster_2014_2012_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15136.872485049804,results_plan_cluster_2014_2012_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27030.129437588934,results_plan_cluster_2014_2012_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2014_2012_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27355.649537247,results_plan_cluster_2014_2012_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2014_2012_weights_1_9.netcdf
10,netherlands,solar,power,44346.609374653424,results_plan_cluster_2014_2012_weights_1_9.netcdf
0,netherlands,battery,power,2503.5780289226277,results_plan_cluster_2014_2013_weights_1_9.netcdf
1,netherlands,demand_power,power,18890.0,results_plan_cluster_2014_2013_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7870.153194693918,results_plan_cluster_2014_2013_weights_1_9.netcdf
3,netherlands,electrolyser,power,12107.927991836796,results_plan_cluster_2014_2013_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27096.511226242063,results_plan_cluster_2014_2013_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15174.046286695557,results_plan_cluster_2014_2013_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27096.511226242063,results_plan_cluster_2014_2013_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2014_2013_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27510.74828577533,results_plan_cluster_2014_2013_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2014_2013_weights_1_9.netcdf
10,netherlands,solar,power,44566.41511946214,results_plan_cluster_2014_2013_weights_1_9.netcdf
0,netherlands,battery,power,5057.4016109827335,results_plan_cluster_2014_2015_weights_1_9.netcdf
1,netherlands,demand_power,power,18890.0,results_plan_cluster_2014_2015_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,8353.277887636548,results_plan_cluster_2014_2015_weights_1_9.netcdf
3,netherlands,electrolyser,power,12851.196750210072,results_plan_cluster_2014_2015_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26808.59510793252,results_plan_cluster_2014_2015_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15012.813260442214,results_plan_cluster_2014_2015_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26808.59510793252,results_plan_cluster_2014_2015_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2014_2015_weights_1_9.netcdf
8,netherlands,offshore_wind,power,21955.798525962095,results_plan_cluster_2014_2015_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2014_2015_weights_1_9.netcdf
10,netherlands,solar,power,54124.50195518196,results_plan_cluster_2014_2015_weights_1_9.netcdf
0,netherlands,battery,power,3077.29931148087,results_plan_cluster_2014_2016_weights_1_9.netcdf
1,netherlands,demand_power,power,18890.0,results_plan_cluster_2014_2016_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7498.43320893748,results_plan_cluster_2014_2016_weights_1_9.netcdf
3,netherlands,electrolyser,power,11536.051090673047,results_plan_cluster_2014_2016_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26982.96652704789,results_plan_cluster_2014_2016_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15110.46125514682,results_plan_cluster_2014_2016_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26982.96652704789,results_plan_cluster_2014_2016_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2014_2016_weights_1_9.netcdf
8,netherlands,offshore_wind,power,26907.072253198843,results_plan_cluster_2014_2016_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2014_2016_weights_1_9.netcdf
10,netherlands,solar,power,47764.520694868894,results_plan_cluster_2014_2016_weights_1_9.netcdf
0,netherlands,battery,power,4000.0877854496684,results_plan_cluster_2014_2017_weights_1_9.netcdf
1,netherlands,demand_power,power,18890.0,results_plan_cluster_2014_2017_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7755.886864084739,results_plan_cluster_2014_2017_weights_1_9.netcdf
3,netherlands,electrolyser,power,11932.133637053443,results_plan_cluster_2014_2017_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26808.951400613,results_plan_cluster_2014_2017_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15013.012784343282,results_plan_cluster_2014_2017_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26808.951400613,results_plan_cluster_2014_2017_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2014_2017_weights_1_9.netcdf
8,netherlands,offshore_wind,power,26196.530484782204,results_plan_cluster_2014_2017_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2014_2017_weights_1_9.netcdf
10,netherlands,solar,power,47453.14899520926,results_plan_cluster_2014_2017_weights_1_9.netcdf
0,netherlands,battery,power,4875.500635469538,results_plan_cluster_2014_2018_weights_1_9.netcdf
1,netherlands,demand_power,power,18890.0,results_plan_cluster_2014_2018_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,8373.591174960518,results_plan_cluster_2014_2018_weights_1_9.netcdf
3,netherlands,electrolyser,power,12882.44796147772,results_plan_cluster_2014_2018_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26651.89974580571,results_plan_cluster_2014_2018_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14925.063857651197,results_plan_cluster_2014_2018_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26651.89974580571,results_plan_cluster_2014_2018_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2014_2018_weights_1_9.netcdf
8,netherlands,offshore_wind,power,21832.39063597291,results_plan_cluster_2014_2018_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2014_2018_weights_1_9.netcdf
10,netherlands,solar,power,54435.19303893119,results_plan_cluster_2014_2018_weights_1_9.netcdf
0,netherlands,battery,power,4924.364568679741,results_plan_cluster_2014_2019_weights_1_9.netcdf
1,netherlands,demand_power,power,18890.0,results_plan_cluster_2014_2019_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,8312.727549042998,results_plan_cluster_2014_2019_weights_1_9.netcdf
3,netherlands,electrolyser,power,12788.811613912305,results_plan_cluster_2014_2019_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26641.609842483183,results_plan_cluster_2014_2019_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14919.301511790583,results_plan_cluster_2014_2019_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26641.609842483183,results_plan_cluster_2014_2019_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2014_2019_weights_1_9.netcdf
8,netherlands,offshore_wind,power,22224.38695302158,results_plan_cluster_2014_2019_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2014_2019_weights_1_9.netcdf
10,netherlands,solar,power,53689.45662275244,results_plan_cluster_2014_2019_weights_1_9.netcdf
0,netherlands,battery,power,2351.4027204636022,results_plan_cluster_2015_2010_weights_1_9.netcdf
1,netherlands,demand_power,power,18950.0,results_plan_cluster_2015_2010_weights_1_9.netcdf
